model,variant,presentation,r,lag,env,budget,nmse,seconds,evalset
Chronos-2 S,Chronos-2 S level r=4,level,4,-1,CartPole-v1,8,0.8024264230756293,0.5350463390350342,96w@8192
Chronos-2 S,Chronos-2 S level r=6,level,6,-1,CartPole-v1,8,0.8785722313255179,0.6530106067657471,96w@8192
Chronos-2 S,Chronos-2 S level r=8,level,8,-1,CartPole-v1,8,0.7829049004419188,0.7042372226715088,96w@8192
Chronos-2 S,Chronos-2 S level r=12,level,12,-1,CartPole-v1,8,0.8079991393128649,0.8466687202453613,96w@8192
Chronos-2 S,Chronos-2 S level r=16,level,16,-1,CartPole-v1,8,0.8287533277336475,1.0136525630950928,96w@8192
Chronos-2 L,Chronos-2 L diff r=1,diff,1,-1,CartPole-v1,8,1.0404252784874277,1.5129265785217285,96w@8192
Chronos-2 L,Chronos-2 L diff r=2,diff,2,-1,CartPole-v1,8,0.907471541198632,1.5231399536132812,96w@8192
Chronos-2 L,Chronos-2 L diff r=4,diff,4,-1,CartPole-v1,8,0.5022288292165427,1.8039648532867432,96w@8192
Chronos-2 L,Chronos-2 L diff r=6,diff,6,-1,CartPole-v1,8,0.5604799905208103,2.321122884750366,96w@8192
Chronos-2 L,Chronos-2 L diff r=8,diff,8,-1,CartPole-v1,8,0.5433600574984516,2.505615234375,96w@8192
Chronos-2 L,Chronos-2 L diff r=12,diff,12,-1,CartPole-v1,8,0.6410182818563316,3.330028772354126,96w@8192
Chronos-2 L,Chronos-2 L diff r=16,diff,16,-1,CartPole-v1,8,0.7485669651720851,3.640486001968384,96w@8192
Chronos-2 L,Chronos-2 L level r=1,level,1,-1,CartPole-v1,8,0.8090291724932062,1.5129132270812988,96w@8192
Chronos-2 L,Chronos-2 L level r=2,level,2,-1,CartPole-v1,8,0.9149544133767689,1.5079805850982666,96w@8192
Chronos-2 L,Chronos-2 L level r=4,level,4,-1,CartPole-v1,8,0.8628778649238957,1.8008506298065186,96w@8192
Chronos-2 L,Chronos-2 L level r=6,level,6,-1,CartPole-v1,8,0.9754274388270736,2.33505916595459,96w@8192
Chronos-2 L,Chronos-2 L level r=8,level,8,-1,CartPole-v1,8,0.9494142007632091,2.505984306335449,96w@8192
Chronos-2 L,Chronos-2 L level r=12,level,12,-1,CartPole-v1,8,0.9793486350748496,3.333765983581543,96w@8192
Chronos-2 L,Chronos-2 L level r=16,level,16,-1,CartPole-v1,8,1.015803540423701,3.886193037033081,96w@8192
Chronos-2 L-syn,Chronos-2 L-syn diff r=1,diff,1,-1,CartPole-v1,8,0.44845414055367677,1.5048563480377197,96w@8192
Chronos-2 L-syn,Chronos-2 L-syn diff r=2,diff,2,-1,CartPole-v1,8,0.40892304997751344,1.503770112991333,96w@8192
Chronos-2 L-syn,Chronos-2 L-syn diff r=4,diff,4,-1,CartPole-v1,8,0.34934215931711615,1.8290281295776367,96w@8192
Chronos-2 L-syn,Chronos-2 L-syn diff r=6,diff,6,-1,CartPole-v1,8,0.31853476787891144,2.4067225456237793,96w@8192
Chronos-2 L-syn,Chronos-2 L-syn diff r=8,diff,8,-1,CartPole-v1,8,0.3147513988255321,2.611694574356079,96w@8192
Chronos-2 L-syn,Chronos-2 L-syn diff r=12,diff,12,-1,CartPole-v1,8,0.3507596932002043,3.191843032836914,96w@8192
Chronos-2 L-syn,Chronos-2 L-syn diff r=16,diff,16,-1,CartPole-v1,8,0.44707963951746194,3.5192575454711914,96w@8192
Chronos-2 L-syn,Chronos-2 L-syn level r=1,level,1,-1,CartPole-v1,8,0.8158435493793901,1.588421106338501,96w@8192
Chronos-2 L-syn,Chronos-2 L-syn level r=2,level,2,-1,CartPole-v1,8,0.7792617182962369,1.5876836776733398,96w@8192
Chronos-2 L-syn,Chronos-2 L-syn level r=4,level,4,-1,CartPole-v1,8,0.7311942548344676,1.8874833583831787,96w@8192
