env,condition,model,r,action,response,slope_pct,evalset
Pendulum-v1,both,Chronos-2 L-syn,8,-1.0,-0.1300981640815735,94.68023090934638,96of96w@64/50x200
Pendulum-v1,both,Chronos-2 L-syn,8,0.0,0.0027864680159837008,94.68023090934638,96of96w@64/50x200
Pendulum-v1,both,Chronos-2 L-syn,8,1.0,0.13494813442230225,94.68023090934638,96of96w@64/50x200
Pendulum-v1,both,Chronos-2 L-syn,8,2.0,0.2849529981613159,94.68023090934638,96of96w@64/50x200
Pendulum-v1,both,Chronos-2 S (level),8,-2.0,-0.016246521845459938,5.2514891980185645,96of96w@64/50x200
Pendulum-v1,both,Chronos-2 S (level),8,-1.0,-0.007196519523859024,5.2514891980185645,96of96w@64/50x200
Pendulum-v1,both,Chronos-2 S (level),8,0.0,-0.00016336927365045995,5.2514891980185645,96of96w@64/50x200
Pendulum-v1,both,Chronos-2 S (level),8,1.0,0.008134343661367893,5.2514891980185645,96of96w@64/50x200
Pendulum-v1,both,Chronos-2 S (level),8,2.0,0.015472207218408585,5.2514891980185645,96of96w@64/50x200
Pendulum-v1,both,Moirai,8,-2.0,-0.002706583822146058,0.5804783384614522,96of96w@64/50x200
Pendulum-v1,both,Moirai,8,-1.0,-0.0002811130543705076,0.5804783384614522,96of96w@64/50x200
Pendulum-v1,both,Moirai,8,0.0,0.0016350006917491555,0.5804783384614522,96of96w@64/50x200
Pendulum-v1,both,Moirai,8,1.0,-0.00030719759524799883,0.5804783384614522,96of96w@64/50x200
Pendulum-v1,both,Moirai,8,2.0,0.0016598239308223128,0.5804783384614522,96of96w@64/50x200
